 x[m],y[m],z[m],Magnetization_Contrast[A/m]
    57.500,     77.500,   -72.500,     0.0000
    57.500,     77.500,   -77.500,     0.0000
    62.500,      2.500,    -2.500,     0.0000
    62.500,      2.500,    -7.500,     0.0000
    62.500,      2.500,   -12.500,     0.0000
    62.500,      2.500,   -17.500,     0.0000
    62.500,      2.500,   -22.500,     0.0000
    62.500,      2.500,   -27.500,     0.0000
    62.500,      2.500,   -32.500,     0.0000
    62.500,      2.500,   -37.500,     0.0000
    62.500,      2.500,   -42.500,     0.0000
    62.500,      2.500,   -47.500,     0.0000
    62.500,      2.500,   -52.500,     0.0000
    62.500,      2.500,   -57.500,     0.0000
    62.500,      2.500,   -62.500,     0.0000
    62.500,      2.500,   -67.500,     0.0000
    62.500,      2.500,   -72.500,     0.0000
    62.500,      2.500,   -77.500,     0.0000
    62.500,      7.500,    -2.500,     0.0000
    62.500,      7.500,    -7.500,     0.0000
    62.500,      7.500,   -12.500,     0.0000
    62.500,      7.500,   -17.500,     0.0000
    62.500,      7.500,   -22.500,     0.0000
    62.500,      7.500,   -27.500,     0.0000
    62.500,      7.500,   -32.500,     0.0000
    62.500,      7.500,   -37.500,     0.0000
    62.500,      7.500,   -42.500,     0.0000
    62.500,      7.500,   -47.500,     0.0000
    62.500,      7.500,   -52.500,     0.0000
    62.500,      7.500,   -57.500,     0.0000
    62.500,      7.500,   -62.500,     0.0000
    62.500,      7.500,   -67.500,     0.0000
    62.500,      7.500,   -72.500,     0.0000
    62.500,      7.500,   -77.500,     0.0000
    62.500,     12.500,    -2.500,     0.0000
    62.500,     12.500,    -7.500,     0.0000
    62.500,     12.500,   -12.500,     0.0000
    62.500,     12.500,   -17.500,     0.0000
    62.500,     12.500,   -22.500,     0.0000
    62.500,     12.500,   -27.500,     0.0000
    62.500,     12.500,   -32.500,     0.0000
    62.500,     12.500,   -37.500,     0.0000
    62.500,     12.500,   -42.500,     0.0000
    62.500,     12.500,   -47.500,     0.0000
    62.500,     12.500,   -52.500,     0.0000
    62.500,     12.500,   -57.500,     0.0000
    62.500,     12.500,   -62.500,     0.0000
    62.500,     12.500,   -67.500,     0.0000
    62.500,     12.500,   -72.500,     0.0000
    62.500,     12.500,   -77.500,     0.0000
    62.500,     17.500,    -2.500,     0.0000
    62.500,     17.500,    -7.500,     0.0000
    62.500,     17.500,   -12.500,     0.0000
    62.500,     17.500,   -17.500,     0.0000
    62.500,     17.500,   -22.500,     0.0000
    62.500,     17.500,   -27.500,     0.0000
    62.500,     17.500,   -32.500,     0.0000
    62.500,     17.500,   -37.500,     0.0000
    62.500,     17.500,   -42.500,     0.0000
    62.500,     17.500,   -47.500,     0.0000
    62.500,     17.500,   -52.500,     0.0000
    62.500,     17.500,   -57.500,     0.0000
    62.500,     17.500,   -62.500,     0.0000
    62.500,     17.500,   -67.500,     0.0000
    62.500,     17.500,   -72.500,     0.0000
    62.500,     17.500,   -77.500,     0.0000
    62.500,     22.500,    -2.500,     0.0000
    62.500,     22.500,    -7.500,     0.0000
    62.500,     22.500,   -12.500,     0.0000
    62.500,     22.500,   -17.500,     0.0000
    62.500,     22.500,   -22.500,     0.0000
    62.500,     22.500,   -27.500,     0.0000
    62.500,     22.500,   -32.500,     0.0000
    62.500,     22.500,   -37.500,     0.0000
    62.500,     22.500,   -42.500,     0.0000
    62.500,     22.500,   -47.500,     0.0000
    62.500,     22.500,   -52.500,     0.0000
    62.500,     22.500,   -57.500,     0.0000
    62.500,     22.500,   -62.500,     0.0000
    62.500,     22.500,   -67.500,     0.0000
    62.500,     22.500,   -72.500,     0.0000
    62.500,     22.500,   -77.500,     0.0000
    62.500,     27.500,    -2.500,     0.0000
    62.500,     27.500,    -7.500,     0.0000
    62.500,     27.500,   -12.500,     0.0000
    62.500,     27.500,   -17.500,     0.0000
    62.500,     27.500,   -22.500,     0.0000
    62.500,     27.500,   -27.500,     0.0000
    62.500,     27.500,   -32.500,     0.0000
    62.500,     27.500,   -37.500,     0.0000
    62.500,     27.500,   -42.500,     0.0000
    62.500,     27.500,   -47.500,     0.0000
    62.500,     27.500,   -52.500,     0.0000
    62.500,     27.500,   -57.500,     0.0000
    62.500,     27.500,   -62.500,     0.0000
    62.500,     27.500,   -67.500,     0.0000
    62.500,     27.500,   -72.500,     0.0000
    62.500,     27.500,   -77.500,     0.0000
    62.500,     32.500,    -2.500,     0.0000
    62.500,     32.500,    -7.500,     0.0000
    62.500,     32.500,   -12.500,     0.0000
    62.500,     32.500,   -17.500,     0.0000
    62.500,     32.500,   -22.500,     0.0000
    62.500,     32.500,   -27.500,     0.0000
    62.500,     32.500,   -32.500,     0.0000
    62.500,     32.500,   -37.500,     0.0000
    62.500,     32.500,   -42.500,     0.0000
    62.500,     32.500,   -47.500,     0.0000
    62.500,     32.500,   -52.500,     0.0000
    62.500,     32.500,   -57.500,     0.0000
    62.500,     32.500,   -62.500,     0.0000
    62.500,     32.500,   -67.500,     0.0000
    62.500,     32.500,   -72.500,     0.0000
    62.500,     32.500,   -77.500,     0.0000
    62.500,     37.500,    -2.500,     0.0000
    62.500,     37.500,    -7.500,     0.0000
    62.500,     37.500,   -12.500,     0.0000
    62.500,     37.500,   -17.500,     0.0000
    62.500,     37.500,   -22.500,     0.0000
    62.500,     37.500,   -27.500,     0.0000
    62.500,     37.500,   -32.500,     0.0000
    62.500,     37.500,   -37.500,     0.0000
    62.500,     37.500,   -42.500,     0.0000
    62.500,     37.500,   -47.500,     0.0000
    62.500,     37.500,   -52.500,     0.0000
    62.500,     37.500,   -57.500,     0.0000
    62.500,     37.500,   -62.500,     0.0000
    62.500,     37.500,   -67.500,     0.0000
    62.500,     37.500,   -72.500,     0.0000
    62.500,     37.500,   -77.500,     0.0000
    62.500,     42.500,    -2.500,     0.0000
    62.500,     42.500,    -7.500,     0.0000
    62.500,     42.500,   -12.500,     0.0000
    62.500,     42.500,   -17.500,     0.0000
    62.500,     42.500,   -22.500,     0.0000
    62.500,     42.500,   -27.500,     0.0000
    62.500,     42.500,   -32.500,     0.0000
    62.500,     42.500,   -37.500,     0.0000
    62.500,     42.500,   -42.500,     0.0000
    62.500,     42.500,   -47.500,     0.0000
    62.500,     42.500,   -52.500,     0.0000
    62.500,     42.500,   -57.500,     0.0000
    62.500,     42.500,   -62.500,     0.0000
    62.500,     42.500,   -67.500,     0.0000
    62.500,     42.500,   -72.500,     0.0000
    62.500,     42.500,   -77.500,     0.0000
    62.500,     47.500,    -2.500,     0.0000
    62.500,     47.500,    -7.500,     0.0000
    62.500,     47.500,   -12.500,     0.0000
    62.500,     47.500,   -17.500,     0.0000
    62.500,     47.500,   -22.500,     0.0000
    62.500,     47.500,   -27.500,     0.0000
    62.500,     47.500,   -32.500,     0.0000
    62.500,     47.500,   -37.500,     0.0000
    62.500,     47.500,   -42.500,     0.0000
    62.500,     47.500,   -47.500,     0.0000
    62.500,     47.500,   -52.500,     0.0000
    62.500,     47.500,   -57.500,     0.0000
    62.500,     47.500,   -62.500,     0.0000
    62.500,     47.500,   -67.500,     0.0000
    62.500,     47.500,   -72.500,     0.0000
    62.500,     47.500,   -77.500,     0.0000
    62.500,     52.500,    -2.500,     0.0000
    62.500,     52.500,    -7.500,     0.0000
    62.500,     52.500,   -12.500,     0.0000
    62.500,     52.500,   -17.500,     0.0000
    62.500,     52.500,   -22.500,     0.0000
    62.500,     52.500,   -27.500,     0.0000
    62.500,     52.500,   -32.500,     0.0000
    62.500,     52.500,   -37.500,     0.0000
    62.500,     52.500,   -42.500,     0.0000
    62.500,     52.500,   -47.500,     0.0000
    62.500,     52.500,   -52.500,     0.0000
    62.500,     52.500,   -57.500,     0.0000
    62.500,     52.500,   -62.500,     0.0000
    62.500,     52.500,   -67.500,     0.0000
    62.500,     52.500,   -72.500,     0.0000
    62.500,     52.500,   -77.500,     0.0000
    62.500,     57.500,    -2.500,     0.0000
    62.500,     57.500,    -7.500,     0.0000
    62.500,     57.500,   -12.500,     0.0000
    62.500,     57.500,   -17.500,     0.0000
    62.500,     57.500,   -22.500,     0.0000
    62.500,     57.500,   -27.500,     0.0000
    62.500,     57.500,   -32.500,     0.0000
    62.500,     57.500,   -37.500,     0.0000
    62.500,     57.500,   -42.500,     0.0000
    62.500,     57.500,   -47.500,     0.0000
    62.500,     57.500,   -52.500,     0.0000
    62.500,     57.500,   -57.500,     0.0000
    62.500,     57.500,   -62.500,     0.0000
    62.500,     57.500,   -67.500,     0.0000
    62.500,     57.500,   -72.500,     0.0000
    62.500,     57.500,   -77.500,     0.0000
    62.500,     62.500,    -2.500,     0.0000
    62.500,     62.500,    -7.500,     0.0000
    62.500,     62.500,   -12.500,     0.0000
    62.500,     62.500,   -17.500,     0.0000
    62.500,     62.500,   -22.500,     0.0000
    62.500,     62.500,   -27.500,     0.0000
    62.500,     62.500,   -32.500,     0.0000
    62.500,     62.500,   -37.500,     0.0000
    62.500,     62.500,   -42.500,     0.0000
    62.500,     62.500,   -47.500,     0.0000
    62.500,     62.500,   -52.500,     0.0000
    62.500,     62.500,   -57.500,     0.0000
    62.500,     62.500,   -62.500,     0.0000
    62.500,     62.500,   -67.500,     0.0000
    62.500,     62.500,   -72.500,     0.0000
    62.500,     62.500,   -77.500,     0.0000
    62.500,     67.500,    -2.500,     0.0000
    62.500,     67.500,    -7.500,     0.0000
    62.500,     67.500,   -12.500,     0.0000
    62.500,     67.500,   -17.500,     0.0000
    62.500,     67.500,   -22.500,     0.0000
    62.500,     67.500,   -27.500,     0.0000
    62.500,     67.500,   -32.500,     0.0000
    62.500,     67.500,   -37.500,     0.0000
    62.500,     67.500,   -42.500,     0.0000
    62.500,     67.500,   -47.500,     0.0000
    62.500,     67.500,   -52.500,     0.0000
    62.500,     67.500,   -57.500,     0.0000
    62.500,     67.500,   -62.500,     0.0000
    62.500,     67.500,   -67.500,     0.0000
    62.500,     67.500,   -72.500,     0.0000
    62.500,     67.500,   -77.500,     0.0000
    62.500,     72.500,    -2.500,     0.0000
    62.500,     72.500,    -7.500,     0.0000
    62.500,     72.500,   -12.500,     0.0000
    62.500,     72.500,   -17.500,     0.0000
    62.500,     72.500,   -22.500,     0.0000
    62.500,     72.500,   -27.500,     0.0000
    62.500,     72.500,   -32.500,     0.0000
    62.500,     72.500,   -37.500,     0.0000
    62.500,     72.500,   -42.500,     0.0000
    62.500,     72.500,   -47.500,     0.0000
    62.500,     72.500,   -52.500,     0.0000
    62.500,     72.500,   -57.500,     0.0000
    62.500,     72.500,   -62.500,     0.0000
    62.500,     72.500,   -67.500,     0.0000
    62.500,     72.500,   -72.500,     0.0000
    62.500,     72.500,   -77.500,     0.0000
    62.500,     77.500,    -2.500,     0.0000
    62.500,     77.500,    -7.500,     0.0000
    62.500,     77.500,   -12.500,     0.0000
    62.500,     77.500,   -17.500,     0.0000
    62.500,     77.500,   -22.500,     0.0000
    62.500,     77.500,   -27.500,     0.0000
    62.500,     77.500,   -32.500,     0.0000
    62.500,     77.500,   -37.500,     0.0000
    62.500,     77.500,   -42.500,     0.0000
    62.500,     77.500,   -47.500,     0.0000
    62.500,     77.500,   -52.500,     0.0000
    62.500,     77.500,   -57.500,     0.0000
    62.500,     77.500,   -62.500,     0.0000
    62.500,     77.500,   -67.500,     0.0000
    62.500,     77.500,   -72.500,     0.0000
    62.500,     77.500,   -77.500,     0.0000
    67.500,      2.500,    -2.500,     0.0000
    67.500,      2.500,    -7.500,     0.0000
    67.500,      2.500,   -12.500,     0.0000
    67.500,      2.500,   -17.500,     0.0000
    67.500,      2.500,   -22.500,     0.0000
    67.500,      2.500,   -27.500,     0.0000
    67.500,      2.500,   -32.500,     0.0000
    67.500,      2.500,   -37.500,     0.0000
    67.500,      2.500,   -42.500,     0.0000
    67.500,      2.500,   -47.500,     0.0000
    67.500,      2.500,   -52.500,     0.0000
    67.500,      2.500,   -57.500,     0.0000
    67.500,      2.500,   -62.500,     0.0000
    67.500,      2.500,   -67.500,     0.0000
    67.500,      2.500,   -72.500,     0.0000
    67.500,      2.500,   -77.500,     0.0000
    67.500,      7.500,    -2.500,     0.0000
    67.500,      7.500,    -7.500,     0.0000
    67.500,      7.500,   -12.500,     0.0000
    67.500,      7.500,   -17.500,     0.0000
    67.500,      7.500,   -22.500,     0.0000
    67.500,      7.500,   -27.500,     0.0000
    67.500,      7.500,   -32.500,     0.0000
    67.500,      7.500,   -37.500,     0.0000
    67.500,      7.500,   -42.500,     0.0000
    67.500,      7.500,   -47.500,     0.0000
    67.500,      7.500,   -52.500,     0.0000
    67.500,      7.500,   -57.500,     0.0000
    67.500,      7.500,   -62.500,     0.0000
    67.500,      7.500,   -67.500,     0.0000
    67.500,      7.500,   -72.500,     0.0000
    67.500,      7.500,   -77.500,     0.0000
    67.500,     12.500,    -2.500,     0.0000
    67.500,     12.500,    -7.500,     0.0000
    67.500,     12.500,   -12.500,     0.0000
    67.500,     12.500,   -17.500,     0.0000
    67.500,     12.500,   -22.500,     0.0000
    67.500,     12.500,   -27.500,     0.0000
    67.500,     12.500,   -32.500,     0.0000
    67.500,     12.500,   -37.500,     0.0000
    67.500,     12.500,   -42.500,     0.0000
    67.500,     12.500,   -47.500,     0.0000
    67.500,     12.500,   -52.500,     0.0000
    67.500,     12.500,   -57.500,     0.0000
    67.500,     12.500,   -62.500,     0.0000
    67.500,     12.500,   -67.500,     0.0000
    67.500,     12.500,   -72.500,     0.0000
    67.500,     12.500,   -77.500,     0.0000
    67.500,     17.500,    -2.500,     0.0000
    67.500,     17.500,    -7.500,     0.0000
    67.500,     17.500,   -12.500,     0.0000
    67.500,     17.500,   -17.500,     0.0000
    67.500,     17.500,   -22.500,     0.0000
    67.500,     17.500,   -27.500,     0.0000
    67.500,     17.500,   -32.500,     0.0000
    67.500,     17.500,   -37.500,     0.0000
    67.500,     17.500,   -42.500,     0.0000
    67.500,     17.500,   -47.500,     0.0000
    67.500,     17.500,   -52.500,     0.0000
    67.500,     17.500,   -57.500,     0.0000
    67.500,     17.500,   -62.500,     0.0000
    67.500,     17.500,   -67.500,     0.0000
    67.500,     17.500,   -72.500,     0.0000
    67.500,     17.500,   -77.500,     0.0000
    67.500,     22.500,    -2.500,     0.0000
    67.500,     22.500,    -7.500,     0.0000
    67.500,     22.500,   -12.500,     0.0000
    67.500,     22.500,   -17.500,     0.0000
    67.500,     22.500,   -22.500,     0.0000
    67.500,     22.500,   -27.500,     0.0000
    67.500,     22.500,   -32.500,     0.0000
    67.500,     22.500,   -37.500,     0.0000
    67.500,     22.500,   -42.500,     0.0000
    67.500,     22.500,   -47.500,     0.0000
    67.500,     22.500,   -52.500,     0.0000
    67.500,     22.500,   -57.500,     0.0000
    67.500,     22.500,   -62.500,     0.0000
    67.500,     22.500,   -67.500,     0.0000
    67.500,     22.500,   -72.500,     0.0000
    67.500,     22.500,   -77.500,     0.0000
    67.500,     27.500,    -2.500,     0.0000
    67.500,     27.500,    -7.500,     0.0000
    67.500,     27.500,   -12.500,     0.0000
    67.500,     27.500,   -17.500,     0.0000
    67.500,     27.500,   -22.500,     0.0000
    67.500,     27.500,   -27.500,     0.0000
    67.500,     27.500,   -32.500,     0.0000
    67.500,     27.500,   -37.500,     0.0000
    67.500,     27.500,   -42.500,     0.0000
    67.500,     27.500,   -47.500,     0.0000
    67.500,     27.500,   -52.500,     0.0000
    67.500,     27.500,   -57.500,     0.0000
    67.500,     27.500,   -62.500,     0.0000
    67.500,     27.500,   -67.500,     0.0000
    67.500,     27.500,   -72.500,     0.0000
    67.500,     27.500,   -77.500,     0.0000
    67.500,     32.500,    -2.500,     0.0000
    67.500,     32.500,    -7.500,     0.0000
    67.500,     32.500,   -12.500,     0.0000
    67.500,     32.500,   -17.500,     0.0000
    67.500,     32.500,   -22.500,     0.0000
    67.500,     32.500,   -27.500,     0.0000
    67.500,     32.500,   -32.500,     0.0000
    67.500,     32.500,   -37.500,     0.0000
    67.500,     32.500,   -42.500,     0.0000
    67.500,     32.500,   -47.500,     0.0000
    67.500,     32.500,   -52.500,     0.0000
    67.500,     32.500,   -57.500,     0.0000
    67.500,     32.500,   -62.500,     0.0000
    67.500,     32.500,   -67.500,     0.0000
    67.500,     32.500,   -72.500,     0.0000
    67.500,     32.500,   -77.500,     0.0000
    67.500,     37.500,    -2.500,     0.0000
    67.500,     37.500,    -7.500,     0.0000
    67.500,     37.500,   -12.500,     0.0000
    67.500,     37.500,   -17.500,     0.0000
    67.500,     37.500,   -22.500,     0.0000
    67.500,     37.500,   -27.500,     0.0000
    67.500,     37.500,   -32.500,     0.0000
    67.500,     37.500,   -37.500,     0.0000
    67.500,     37.500,   -42.500,     0.0000
    67.500,     37.500,   -47.500,     0.0000
    67.500,     37.500,   -52.500,     0.0000
    67.500,     37.500,   -57.500,     0.0000
    67.500,     37.500,   -62.500,     0.0000
    67.500,     37.500,   -67.500,     0.0000
    67.500,     37.500,   -72.500,     0.0000
    67.500,     37.500,   -77.500,     0.0000
    67.500,     42.500,    -2.500,     0.0000
    67.500,     42.500,    -7.500,     0.0000
    67.500,     42.500,   -12.500,     0.0000
    67.500,     42.500,   -17.500,     0.0000
    67.500,     42.500,   -22.500,     0.0000
    67.500,     42.500,   -27.500,     0.0000
    67.500,     42.500,   -32.500,     0.0000
    67.500,     42.500,   -37.500,     0.0000
    67.500,     42.500,   -42.500,     0.0000
    67.500,     42.500,   -47.500,     0.0000
    67.500,     42.500,   -52.500,     0.0000
    67.500,     42.500,   -57.500,     0.0000
    67.500,     42.500,   -62.500,     0.0000
    67.500,     42.500,   -67.500,     0.0000
    67.500,     42.500,   -72.500,     0.0000
    67.500,     42.500,   -77.500,     0.0000
    67.500,     47.500,    -2.500,     0.0000
    67.500,     47.500,    -7.500,     0.0000
    67.500,     47.500,   -12.500,     0.0000
    67.500,     47.500,   -17.500,     0.0000
    67.500,     47.500,   -22.500,     0.0000
    67.500,     47.500,   -27.500,     0.0000
    67.500,     47.500,   -32.500,     0.0000
    67.500,     47.500,   -37.500,     0.0000
    67.500,     47.500,   -42.500,     0.0000
    67.500,     47.500,   -47.500,     0.0000
    67.500,     47.500,   -52.500,     0.0000
    67.500,     47.500,   -57.500,     0.0000
    67.500,     47.500,   -62.500,     0.0000
    67.500,     47.500,   -67.500,     0.0000
    67.500,     47.500,   -72.500,     0.0000
    67.500,     47.500,   -77.500,     0.0000
    67.500,     52.500,    -2.500,     0.0000
    67.500,     52.500,    -7.500,     0.0000
    67.500,     52.500,   -12.500,     0.0000
    67.500,     52.500,   -17.500,     0.0000
    67.500,     52.500,   -22.500,     0.0000
    67.500,     52.500,   -27.500,     0.0000
    67.500,     52.500,   -32.500,     0.0000
    67.500,     52.500,   -37.500,     0.0000
    67.500,     52.500,   -42.500,     0.0000
    67.500,     52.500,   -47.500,     0.0000
    67.500,     52.500,   -52.500,     0.0000
    67.500,     52.500,   -57.500,     0.0000
    67.500,     52.500,   -62.500,     0.0000
    67.500,     52.500,   -67.500,     0.0000
    67.500,     52.500,   -72.500,     0.0000
    67.500,     52.500,   -77.500,     0.0000
    67.500,     57.500,    -2.500,     0.0000
    67.500,     57.500,    -7.500,     0.0000
    67.500,     57.500,   -12.500,     0.0000
    67.500,     57.500,   -17.500,     0.0000
    67.500,     57.500,   -22.500,     0.0000
    67.500,     57.500,   -27.500,     0.0000
    67.500,     57.500,   -32.500,     0.0000
    67.500,     57.500,   -37.500,     0.0000
    67.500,     57.500,   -42.500,     0.0000
    67.500,     57.500,   -47.500,     0.0000
    67.500,     57.500,   -52.500,     0.0000
    67.500,     57.500,   -57.500,     0.0000
    67.500,     57.500,   -62.500,     0.0000
    67.500,     57.500,   -67.500,     0.0000
    67.500,     57.500,   -72.500,     0.0000
    67.500,     57.500,   -77.500,     0.0000
    67.500,     62.500,    -2.500,     0.0000
    67.500,     62.500,    -7.500,     0.0000
    67.500,     62.500,   -12.500,     0.0000
    67.500,     62.500,   -17.500,     0.0000
    67.500,     62.500,   -22.500,     0.0000
    67.500,     62.500,   -27.500,     0.0000
    67.500,     62.500,   -32.500,     0.0000
    67.500,     62.500,   -37.500,     0.0000
    67.500,     62.500,   -42.500,     0.0000
    67.500,     62.500,   -47.500,     0.0000
    67.500,     62.500,   -52.500,     0.0000
    67.500,     62.500,   -57.500,     0.0000
    67.500,     62.500,   -62.500,     0.0000
    67.500,     62.500,   -67.500,     0.0000
    67.500,     62.500,   -72.500,     0.0000
    67.500,     62.500,   -77.500,     0.0000
    67.500,     67.500,    -2.500,     0.0000
    67.500,     67.500,    -7.500,     0.0000
    67.500,     67.500,   -12.500,     0.0000
    67.500,     67.500,   -17.500,     0.0000
    67.500,     67.500,   -22.500,     0.0000
    67.500,     67.500,   -27.500,     0.0000
    67.500,     67.500,   -32.500,     0.0000
    67.500,     67.500,   -37.500,     0.0000
    67.500,     67.500,   -42.500,     0.0000
    67.500,     67.500,   -47.500,     0.0000
    67.500,     67.500,   -52.500,     0.0000
    67.500,     67.500,   -57.500,     0.0000
    67.500,     67.500,   -62.500,     0.0000
    67.500,     67.500,   -67.500,     0.0000
    67.500,     67.500,   -72.500,     0.0000
    67.500,     67.500,   -77.500,     0.0000
    67.500,     72.500,    -2.500,     0.0000
    67.500,     72.500,    -7.500,     0.0000
    67.500,     72.500,   -12.500,     0.0000
    67.500,     72.500,   -17.500,     0.0000
    67.500,     72.500,   -22.500,     0.0000
    67.500,     72.500,   -27.500,     0.0000
    67.500,     72.500,   -32.500,     0.0000
    67.500,     72.500,   -37.500,     0.0000
    67.500,     72.500,   -42.500,     0.0000
    67.500,     72.500,   -47.500,     0.0000
    67.500,     72.500,   -52.500,     0.0000
    67.500,     72.500,   -57.500,     0.0000
    67.500,     72.500,   -62.500,     0.0000
    67.500,     72.500,   -67.500,     0.0000
    67.500,     72.500,   -72.500,     0.0000
    67.500,     72.500,   -77.500,     0.0000
    67.500,     77.500,    -2.500,     0.0000
    67.500,     77.500,    -7.500,     0.0000
    67.500,     77.500,   -12.500,     0.0000
    67.500,     77.500,   -17.500,     0.0000
    67.500,     77.500,   -22.500,     0.0000
    67.500,     77.500,   -27.500,     0.0000
    67.500,     77.500,   -32.500,     0.0000
    67.500,     77.500,   -37.500,     0.0000
    67.500,     77.500,   -42.500,     0.0000
    67.500,     77.500,   -47.500,     0.0000
    67.500,     77.500,   -52.500,     0.0000
    67.500,     77.500,   -57.500,     0.0000
    67.500,     77.500,   -62.500,     0.0000
    67.500,     77.500,   -67.500,     0.0000
    67.500,     77.500,   -72.500,     0.0000
    67.500,     77.500,   -77.500,     0.0000
    72.500,      2.500,    -2.500,     0.0000
    72.500,      2.500,    -7.500,     0.0000
    72.500,      2.500,   -12.500,     0.0000
    72.500,      2.500,   -17.500,     0.0000
    72.500,      2.500,   -22.500,     0.0000
    72.500,      2.500,   -27.500,     0.0000
    72.500,      2.500,   -32.500,     0.0000
    72.500,      2.500,   -37.500,     0.0000
    72.500,      2.500,   -42.500,     0.0000
    72.500,      2.500,   -47.500,     0.0000
    72.500,      2.500,   -52.500,     0.0000
    72.500,      2.500,   -57.500,     0.0000
    72.500,      2.500,   -62.500,     0.0000
    72.500,      2.500,   -67.500,     0.0000
    72.500,      2.500,   -72.500,     0.0000
    72.500,      2.500,   -77.500,     0.0000
    72.500,      7.500,    -2.500,     0.0000
    72.500,      7.500,    -7.500,     0.0000
    72.500,      7.500,   -12.500,     0.0000
    72.500,      7.500,   -17.500,     0.0000
    72.500,      7.500,   -22.500,     0.0000
    72.500,      7.500,   -27.500,     0.0000
    72.500,      7.500,   -32.500,     0.0000
    72.500,      7.500,   -37.500,     0.0000
    72.500,      7.500,   -42.500,     0.0000
    72.500,      7.500,   -47.500,     0.0000
    72.500,      7.500,   -52.500,     0.0000
    72.500,      7.500,   -57.500,     0.0000
    72.500,      7.500,   -62.500,     0.0000
    72.500,      7.500,   -67.500,     0.0000
    72.500,      7.500,   -72.500,     0.0000
    72.500,      7.500,   -77.500,     0.0000
    72.500,     12.500,    -2.500,     0.0000
    72.500,     12.500,    -7.500,     0.0000
    72.500,     12.500,   -12.500,     0.0000
    72.500,     12.500,   -17.500,     0.0000
    72.500,     12.500,   -22.500,     0.0000
    72.500,     12.500,   -27.500,     0.0000
    72.500,     12.500,   -32.500,     0.0000
    72.500,     12.500,   -37.500,     0.0000
    72.500,     12.500,   -42.500,     0.0000
    72.500,     12.500,   -47.500,     0.0000
    72.500,     12.500,   -52.500,     0.0000
    72.500,     12.500,   -57.500,     0.0000
    72.500,     12.500,   -62.500,     0.0000
    72.500,     12.500,   -67.500,     0.0000
    72.500,     12.500,   -72.500,     0.0000
    72.500,     12.500,   -77.500,     0.0000
    72.500,     17.500,    -2.500,     0.0000
    72.500,     17.500,    -7.500,     0.0000
    72.500,     17.500,   -12.500,     0.0000
    72.500,     17.500,   -17.500,     0.0000
    72.500,     17.500,   -22.500,     0.0000
    72.500,     17.500,   -27.500,     0.0000
    72.500,     17.500,   -32.500,     0.0000
    72.500,     17.500,   -37.500,     0.0000
    72.500,     17.500,   -42.500,     0.0000
    72.500,     17.500,   -47.500,     0.0000
    72.500,     17.500,   -52.500,     0.0000
    72.500,     17.500,   -57.500,     0.0000
    72.500,     17.500,   -62.500,     0.0000
    72.500,     17.500,   -67.500,     0.0000
    72.500,     17.500,   -72.500,     0.0000
    72.500,     17.500,   -77.500,     0.0000
    72.500,     22.500,    -2.500,     0.0000
    72.500,     22.500,    -7.500,     0.0000
    72.500,     22.500,   -12.500,     0.0000
    72.500,     22.500,   -17.500,     0.0000
    72.500,     22.500,   -22.500,     0.0000
    72.500,     22.500,   -27.500,     0.0000
    72.500,     22.500,   -32.500,     0.0000
    72.500,     22.500,   -37.500,     0.0000
    72.500,     22.500,   -42.500,     0.0000
    72.500,     22.500,   -47.500,     0.0000
    72.500,     22.500,   -52.500,     0.0000
    72.500,     22.500,   -57.500,     0.0000
    72.500,     22.500,   -62.500,     0.0000
    72.500,     22.500,   -67.500,     0.0000
    72.500,     22.500,   -72.500,     0.0000
    72.500,     22.500,   -77.500,     0.0000
    72.500,     27.500,    -2.500,     0.0000
    72.500,     27.500,    -7.500,     0.0000
    72.500,     27.500,   -12.500,     0.0000
    72.500,     27.500,   -17.500,     0.0000
    72.500,     27.500,   -22.500,     0.0000
    72.500,     27.500,   -27.500,     0.0000
    72.500,     27.500,   -32.500,     0.0000
    72.500,     27.500,   -37.500,     0.0000
    72.500,     27.500,   -42.500,     0.0000
    72.500,     27.500,   -47.500,     0.0000
    72.500,     27.500,   -52.500,     0.0000
    72.500,     27.500,   -57.500,     0.0000
    72.500,     27.500,   -62.500,     0.0000
    72.500,     27.500,   -67.500,     0.0000
    72.500,     27.500,   -72.500,     0.0000
    72.500,     27.500,   -77.500,     0.0000
    72.500,     32.500,    -2.500,     0.0000
    72.500,     32.500,    -7.500,     0.0000
    72.500,     32.500,   -12.500,     0.0000
    72.500,     32.500,   -17.500,     0.0000
    72.500,     32.500,   -22.500,     0.0000
    72.500,     32.500,   -27.500,     0.0000
    72.500,     32.500,   -32.500,     0.0000
    72.500,     32.500,   -37.500,     0.0000
    72.500,     32.500,   -42.500,     0.0000
    72.500,     32.500,   -47.500,     0.0000
    72.500,     32.500,   -52.500,     0.0000
    72.500,     32.500,   -57.500,     0.0000
    72.500,     32.500,   -62.500,     0.0000
    72.500,     32.500,   -67.500,     0.0000
    72.500,     32.500,   -72.500,     0.0000
    72.500,     32.500,   -77.500,     0.0000
    72.500,     37.500,    -2.500,     0.0000
    72.500,     37.500,    -7.500,     0.0000
    72.500,     37.500,   -12.500,     0.0000
    72.500,     37.500,   -17.500,     0.0000
    72.500,     37.500,   -22.500,     0.0000
    72.500,     37.500,   -27.500,     0.0000
    72.500,     37.500,   -32.500,     0.0000
    72.500,     37.500,   -37.500,     0.0000
    72.500,     37.500,   -42.500,     0.0000
